Vessel Name,Port call Type,Port Type,Port At call,ATA/ATD,Origin Port Name,Leg Start Port,Intransit,MMSI,IMO
TAI FU 69,ARRIVAL,Port,ZHANGJIAGANG,2022-09-19 18:30 UTC,JIANGYIN,JIANGYIN,Not in Transit,413842059,0
BENABELL G.,ARRIVAL,Anchorage,BANCO DEL HOYO ANCH,2022-09-19 18:30 UTC,DILISKELESI,DILISKELESI,Not in Transit,305919000,9864772
EMMA M,ARRIVAL,Port,LIPARI,2022-09-19 18:30 UTC,SALINA,SALINA,Not in Transit,247350300,9750775
CAMILA III,ARRIVAL,Anchorage,LA LIBERTAD ANCH,2022-09-19 18:30 UTC,LA LIBERTAD,LA LIBERTAD,Not in Transit,735059998,9147942
SUXINHAI5,DEPARTURE,Port,WANZHOU,2022-09-19 18:30 UTC,-,-,In Transit,413842203,0
LAILA ADELE,ARRIVAL,Port,WELCOME,2022-09-19 18:30 UTC,CONVENT,CONVENT,Not in Transit,368084470,0
RAAMGRACHT,DEPARTURE,Port,DOESBURG,2022-09-19 18:30 UTC,-,-,In Transit,244660210,0
SONORA,DEPARTURE,Port,ROTTERDAM,2022-09-19 18:30 UTC,-,-,Not in Transit,244730016,9602253
ABADI 6,ARRIVAL,Port,TEKONG,2022-09-19 18:30 UTC,TEKONG,TEKONG,Not in Transit,563007360,9386653
EGELANTIERSGRACHT,ARRIVAL,Port,SAS VAN GENT,2022-09-19 18:30 UTC,TERNEUZEN,TERNEUZEN,Not in Transit,244660261,0
SH SARIYER,ARRIVAL,Canal,ISTANBUL,2022-09-19 18:30 UTC,HAYDARPASA,HAYDARPASA,Not in Transit,271040027,9466855
STARSHIP PEGASUS,DEPARTURE,Anchorage,HO CHI MINH ANCH,2022-09-19 18:30 UTC,-,-,Not in Transit,538004895,9656759
BALTIYSKIY BEREG,DEPARTURE,Anchorage,TEMRYUK ANCH,2022-09-19 18:30 UTC,-,-,Not in Transit,273210460,9327176
OLAV DUUN,ARRIVAL,Port,LUND,2022-09-19 18:30 UTC,HOFLES,HOFLES,Not in Transit,259589000,9189328
JICHANGYU 2292,ARRIVAL,Anchorage,QINHUANGDAO ANCH,2022-09-19 18:30 UTC,QINHUANGDAO,QINHUANGDAO,Not in Transit,412281136,0
BRAC,ARRIVAL,Port,GAZENICA,2022-09-19 18:30 UTC,PREKO,PREKO,Not in Transit,238666940,9703710
PILOT 1,DEPARTURE,Port,PALMA DE MALLORCA,2022-09-19 18:30 UTC,-,-,Not in Transit,224612680,0
FRISC RHIBC 04,DEPARTURE,Port,DEN OEVER,2022-09-19 18:30 UTC,-,-,In Transit,244247000,0
WATERMAN,ARRIVAL,Marina,PORT ORCHARD,2022-09-19 18:30 UTC,BREMERTON,BREMERTON,Not in Transit,368072240,0
MATTERHORN EXPLORER,ARRIVAL,Port,MONTEVERDE,2022-09-19 18:30 UTC,CORPUS CHRISTI,LA LIBERTAD ANCH,Not in Transit,636020880,9847425
FAIR WINDS,ARRIVAL,Marina,SHAW ISLAND FRANCISC,2022-09-19 18:30 UTC,BELLINGHAM,BELLINGHAM,Not in Transit,367402110,0
MOROCCO STAR,ARRIVAL,Port,TANGER MED II,2022-09-19 18:30 UTC,ALGECIRAS,ALGECIRAS,Not in Transit,242579300,7803190
XIANGHAI356,ARRIVAL,Port,SHUNDE,2022-09-19 18:30 UTC,SHUNDE,SHUNDE,Not in Transit,413987689,0
ARNDT,ARRIVAL,Port,FIGUEIRA DA FOZ,2022-09-19 18:30 UTC,PORTO,PORTO,Not in Transit,211335500,0
CMS WARRIOR,DEPARTURE,Port,TERNEUZEN,2022-09-19 18:30 UTC,-,-,Not in Transit,235113374,9765184
STENTOR,DEPARTURE,Port,LINZ AM RHEIN,2022-09-19 18:30 UTC,-,-,In Transit,244730022,0
HANNA,ARRIVAL,Port,LE HAVRE,2022-09-19 18:30 UTC,BREST,BREST,Not in Transit,212636000,9376048
CARLIJN,ARRIVAL,Port,AMMERZODEN,2022-09-19 18:30 UTC,GEERTRUIDENBERG,GEERTRUIDENBERG,Not in Transit,244700469,0
NICOLE BURMESTER,ARRIVAL,Marina,RASCHE LOHNDE,2022-09-19 18:30 UTC,HAMBURG,HAMBURG,Not in Transit,211632510,0
TAVROPOS,ARRIVAL,Port,SABINE PASS,2022-09-19 18:30 UTC,TAMPICO,PORT ARTHUR ANCH,Not in Transit,636016731,9307334
JIANGHAITONG1198,ARRIVAL,Port,JIANGYIN,2022-09-19 18:30 UTC,CHANGZHOU,CHANGZHOU,Not in Transit,413835998,0
NORE,ARRIVAL,Port,CEUTA,2022-09-19 18:30 UTC,CARTEYA GUADARRANQUE,ALGECIRAS ANCH,Not in Transit,256717000,9407225
RUNYOU 618,ARRIVAL,Port,WUHU,2022-09-19 18:30 UTC,NANJING,NANJING,Not in Transit,413776504,0
SIMPLICITY,ARRIVAL,Marina,HINGHAM SHIPYARD,2022-09-19 18:30 UTC,NANTUCKET,NANTUCKET,Not in Transit,338346922,0
888888,DEPARTURE,Anchorage,KAOHSIUNG ANCH,2022-09-19 18:30 UTC,-,-,Not in Transit,700050538,0
LUCIDA PILOTS,DEPARTURE,Port,EEMSHAVEN,2022-09-19 18:30 UTC,-,-,Not in Transit,244013210,0
LAFJELL,DEPARTURE,Port,CALAIS,2022-09-19 18:30 UTC,-,-,Not in Transit,257708000,9213997
MAQUOIT II,DEPARTURE,Marina,CASCO BAY LOBSTER,2022-09-19 18:30 UTC,-,-,Not in Transit,366950450,0
MAMOLINO 2060,DEPARTURE,Offshore Terminal,GIRASSOL,2022-09-19 18:30 UTC,-,-,Not in Transit,229225000,0
RUSAND,DEPARTURE,Port,MARSAXLOKK,2022-09-19 18:30 UTC,-,-,Not in Transit,249000018,0
GUANGYUANYU339,ARRIVAL,Anchorage,SUVA ANCH,2022-09-19 18:30 UTC,-,-,Not in Transit,412460083,0
MARIA,ARRIVAL,Port,KINDERDIJK,2022-09-19 18:30 UTC,NIJMEGEN,NIJMEGEN,Not in Transit,244710110,0
XIN FANG ZHOU 1,ARRIVAL,Port,SHANGHAI,2022-09-19 18:30 UTC,ZHENJIANG,ZHENJIANG,Not in Transit,413353730,0
SVARTFOSS,DEPARTURE,Port,KALVAG,2022-09-19 18:30 UTC,-,-,Not in Transit,257315000,9323089
CAPT PRIMEAUX,DEPARTURE,Port,BOLIVAR,2022-09-19 18:30 UTC,-,-,Not in Transit,367690010,0
GODOEY,ARRIVAL,Marina,VALDERHAUG,2022-09-19 18:30 UTC,ALESUND,ALESUND,Not in Transit,259257000,9801536
XING ZHONG YOU 909,DEPARTURE,Port,YIZHENG,2022-09-19 18:30 UTC,-,-,Not in Transit,413819445,0
ZHONGHAIXINYI,DEPARTURE,Port,SHANGHAI,2022-09-19 18:30 UTC,-,-,In Transit,413830185,0
BODHRAN,ARRIVAL,Marina,LES BAS SABLONS ROAD,2022-09-19 18:30 UTC,SAINT QUAY PORTRIEUX,SAINT QUAY PORTRIEUX,Not in Transit,227167230,0
JIN CHUEN MAAN NO.6,DEPARTURE,Anchorage,KAOHSIUNG ANCH,2022-09-19 18:30 UTC,-,-,Not in Transit,416006936,0
FREEDOM,ARRIVAL,Port,NEW YORK,2022-09-19 18:30 UTC,NEWPORT,NEWPORT,Not in Transit,368171230,0
MTM TOKYO,ARRIVAL,Anchorage,LA PALOMA ANCH,2022-09-19 18:30 UTC,LAS PALMAS,LAS PALMAS,Not in Transit,477866900,9279111
OHANA,DEPARTURE,Port,NATOVI,2022-09-19 18:30 UTC,-,-,Not in Transit,520361000,0
PETRO CRAFT 1905 09,ARRIVAL,Port,MALONGO,2022-09-19 18:30 UTC,MALONGO,MALONGO,Not in Transit,538008743,0
POLAR SCOUT,ARRIVAL,Port,DILLINGHAM,2022-09-19 18:30 UTC,NAKNEK,NAKNEK,Not in Transit,366798210,0
WAN BAO GUO 2266,ARRIVAL,Port,YIZHENG,2022-09-19 18:30 UTC,JINGJIANG,JINGJIANG,Not in Transit,413764564,0
TB NELLY 51,ARRIVAL,Anchorage,TABONEO ANCH,2022-09-19 18:30 UTC,CIREBON,CIREBON ANCH,Not in Transit,525300562,0
PILOT B. SAO THIAGO,ARRIVAL,Port,PONTA DA MADEIRA,2022-09-19 18:30 UTC,ITAQUI,ITAQUI,Not in Transit,710001266,0
KLITTA,ARRIVAL,Port,AARHUS,2022-09-19 18:29 UTC,HALS,AARHUS ANCH,Not in Transit,219003085,0
VIPAN,ARRIVAL,Marina,STYRSOE BRATTEN,2022-09-19 18:29 UTC,DONSO,DONSO,Not in Transit,265547240,7114422
URAL,DEPARTURE,Port,RENI,2022-09-19 18:29 UTC,-,-,Not in Transit,272100600,0
LIJNBAANSGRACHT,ARRIVAL,Port,MAARSSEN,2022-09-19 18:29 UTC,NIEUWEGEIN,NIEUWEGEIN,Not in Transit,244660265,0
BURAN,DEPARTURE,Port,MOOLOOLABA,2022-09-19 18:29 UTC,-,-,Not in Transit,503134090,0
CIRCLE,DEPARTURE,Port,DRUTEN,2022-09-19 18:29 UTC,-,-,In Transit,244710135,0
SD 1044,DEPARTURE,Anchorage,AQABA ANCH,2022-09-19 18:29 UTC,-,-,Not in Transit,381792513,0
KEDYS,DEPARTURE,Port,LIEGE,2022-09-19 18:29 UTC,-,-,In Transit,205214490,0
CECILIA COSULICH,ARRIVAL,Port,SINGAPORE,2022-09-19 18:29 UTC,CS PROSPERITY,SINGAPORE ANCH,Not in Transit,563542000,9424522
SH BEYOGLU,DEPARTURE,Canal,ISTANBUL,2022-09-19 18:29 UTC,-,-,Not in Transit,271002736,9466831
HAAFLU,ARRIVAL,Port,STORASUND,2022-09-19 18:29 UTC,HUSOYA,HUSOYA,Not in Transit,257476500,9053725
SH SARIYER,DEPARTURE,Port,HAYDARPASA,2022-09-19 18:29 UTC,-,-,Not in Transit,271040027,9466855
KOROKO,DEPARTURE,Port,BERMEO,2022-09-19 18:29 UTC,-,-,Not in Transit,224057370,8542638
ALVIDA,ARRIVAL,Marina,NOUVEAU PORT,2022-09-19 18:29 UTC,NOUVEAU PORT,NOUVEAU PORT,Not in Transit,228127340,0
CAESAR,DEPARTURE,Canal,CANAKKALE,2022-09-19 18:29 UTC,-,-,In Transit,636018234,9235696
LU JI NING HUO 6515,ARRIVAL,Port,YANGZHOU,2022-09-19 18:29 UTC,NANJING,NANJING,Not in Transit,413828296,0
PILOT 748 SE,DEPARTURE,Port,OSKARSHAMN,2022-09-19 18:29 UTC,-,-,Not in Transit,265514860,0
BORA,DEPARTURE,Port,ZELZATE,2022-09-19 18:29 UTC,-,-,In Transit,205279890,0
SHUNTAI2988,ARRIVAL,Port,FOSHAN,2022-09-19 18:29 UTC,HUANGPU,HUANGPU,Not in Transit,413860521,0
AVANTI,DEPARTURE,Port,UTRECHT,2022-09-19 18:29 UTC,-,-,In Transit,244700117,0
DEMURE,DEPARTURE,Anchorage,SINGAPORE ANCH,2022-09-19 18:29 UTC,-,-,Not in Transit,566686000,9654919
YUEHUIZHOUHUO 33,ARRIVAL,Port,SHENZHEN,2022-09-19 18:29 UTC,CHIWAN,CHIWAN,Not in Transit,413972525,0
HUI JIN QIAO 398,ARRIVAL,Port,NANSHA,2022-09-19 18:29 UTC,HONG KONG,HONG KONG,Not in Transit,413492730,0
SHUANGTAI 29,ARRIVAL,Port,XINHIAXIANG,2022-09-19 18:29 UTC,XINHIAXIANG,XINHIAXIANG,Not in Transit,413233650,0
SHAHAD 3 11685,ARRIVAL,Port,SAFANIYA,2022-09-19 18:29 UTC,SAFANIYA,SAFANIYA,Not in Transit,403713670,0
LILJA,ARRIVAL,Port,BILDUDALUR,2022-09-19 18:29 UTC,BILDUDALUR,BILDUDALUR,Not in Transit,257107960,0
AMATHEIA,ARRIVAL,Port,GOSPORT,2022-09-19 18:29 UTC,GOSPORT,GOSPORT,Not in Transit,235109804,0
ANDRONICA,DEPARTURE,Port,DUTCH HARBOR,2022-09-19 18:29 UTC,-,-,Not in Transit,367315810,8036809
LEONARDO DA VINCI,ARRIVAL,Port,LUDWIGSHAFEN,2022-09-19 18:29 UTC,RUDESHEIM,RUDESHEIM,Not in Transit,253242507,0
EXPRESS 1,DEPARTURE,Port,ROENNE,2022-09-19 18:29 UTC,-,-,Not in Transit,219017081,9501590
QINGRONG,DEPARTURE,Port,CHANGZHOU,2022-09-19 18:29 UTC,-,-,In Transit,413833528,0
AUDREY,ARRIVAL,Port,SEATTLE,2022-09-19 18:29 UTC,MADISON PARK,MADISON PARK,Not in Transit,338385022,0
TMM TEPALCATES,ARRIVAL,Anchorage,MANZANILLO ANCH,2022-09-19 18:29 UTC,MANZANILLO,MANZANILLO,Not in Transit,345140005,9410698
QUEEN OF THE NETHERLANDS,ARRIVAL,Anchorage,MANILA ANCH,2022-09-19 18:29 UTC,MANILA ANCH,MANILA ANCH,Not in Transit,210138000,9164031
RICHMOND,DEPARTURE,Marina,LYNNHAVEN,2022-09-19 18:29 UTC,-,-,Not in Transit,368139320,0
MCNEIL,DEPARTURE,Port,STEILACOOM,2022-09-19 18:29 UTC,-,-,Not in Transit,366988930,0
MA BAKER,DEPARTURE,Port,NIJMEGEN,2022-09-19 18:29 UTC,-,-,Not in Transit,244660412,0
EXIAOGANSHUJUN18HAO,ARRIVAL,Port,JINGJIANG,2022-09-19 18:29 UTC,SHANGHAI,SHANGHAI,Not in Transit,413788747,0
VB BREMERHAVEN,ARRIVAL,Port,BREMEN,2022-09-19 18:29 UTC,BREMERHAVEN,BREMERHAVEN,Not in Transit,211208350,9045871
LOS 114,DEPARTURE,Port,SANDNESSJOEN,2022-09-19 18:29 UTC,-,-,Not in Transit,257077500,0
DRIVA,ARRIVAL,Port,HENNSET,2022-09-19 18:29 UTC,ARASVIKA,ARASVIKA,Not in Transit,257233400,6405238
LUNA PILOTS,ARRIVAL,Port,IJMUIDEN,2022-09-19 18:29 UTC,IJMUIDEN,IJMUIDEN,Not in Transit,244140114,0
BERGEN LNG,ARRIVAL,Port,KOLLSNES,2022-09-19 18:29 UTC,BERGEN,BERGEN,Not in Transit,257479000,9436159
ST CHARLES,ARRIVAL,Port,BOLIVAR,2022-09-19 18:29 UTC,HOUSTON,HOUSTON,Not in Transit,367473550,1230767
HOP TWO IT,ARRIVAL,Marina,BALD HEAD ISLAND,2022-09-19 18:29 UTC,BEAUFORT,BEAUFORT,Not in Transit,338348737,0
HUIAO2138,DEPARTURE,Port,HUIZHOU,2022-09-19 18:29 UTC,-,-,In Transit,412529498,0
JONGE JOHANNES,DEPARTURE,Port,GREAT YARMOUTH,2022-09-19 18:29 UTC,-,-,Not in Transit,232026100,9848792
ZANCLE,DEPARTURE,Port,TREMESTIERI,2022-09-19 18:29 UTC,-,-,Not in Transit,247054400,9048495
ZENO,ARRIVAL,Port,NIEHL,2022-09-19 18:29 UTC,DUISBURG,DUISBURG,Not in Transit,211512810,0
STAR BIANCA,ARRIVAL,Port,ZARATE,2022-09-19 18:29 UTC,SAN LORENZO,SAN LORENZO,Not in Transit,319122200,9370769
HECHT,DEPARTURE,Port,UELZEN,2022-09-19 18:29 UTC,-,-,In Transit,211496960,0
PALLIETER,ARRIVAL,Anchorage,GDANSK ANCH,2022-09-19 18:29 UTC,GDANSK,GDANSK,Not in Transit,205393000,9279123
WAN LI XIN HUO 6616,ARRIVAL,Port,SHANGHAI,2022-09-19 18:29 UTC,SHANGHAI,SHANGHAI,Not in Transit,413973268,0
RIGHTEOUS,ARRIVAL,Port,SINGAPORE,2022-09-19 18:29 UTC,SINGAPORE,SINGAPORE,Not in Transit,563899000,9679268
BLUE GRASS MARINER,DEPARTURE,Port,MUARA,2022-09-19 18:29 UTC,-,-,Not in Transit,538009136,9905411
TACOMA,DEPARTURE,Port,SEATTLE,2022-09-19 18:29 UTC,-,-,Not in Transit,366772760,9133977
BORAMAR LUXE,ARRIVAL,Port,IBIZA,2022-09-19 18:29 UTC,IBIZA,IBIZA,Not in Transit,224234560,0
KHLOE,DEPARTURE,Port,BEAUMONT,2022-09-19 18:29 UTC,-,-,Not in Transit,367548170,0
SUNJIN NO12,DEPARTURE,Port,BUSAN NEW PORT,2022-09-19 18:29 UTC,-,-,Not in Transit,440111820,0
MULTI VISION,ARRIVAL,Port,RORVIK,2022-09-19 18:29 UTC,RORVIK,RORVIK,Not in Transit,258012800,9923669
ALL WAYS,ARRIVAL,Marina,DOCA DE BELEM,2022-09-19 18:29 UTC,DOCA DE BELEM,DOCA DE BELEM,Not in Transit,263933950,0
NCL GETAWAY T5,DEPARTURE,Port,KINGS WHARF,2022-09-19 18:29 UTC,-,-,Not in Transit,983110020,0
GEMINI PILOTS,ARRIVAL,Port,VLISSINGEN STAD,2022-09-19 18:29 UTC,VLISSINGEN STAD,VLISSINGEN STAD,Not in Transit,245692000,0
PILOT BOAT ALTAIR,ARRIVAL,Anchorage,LONG BEACH ANCH,2022-09-19 18:29 UTC,LONG BEACH,LONG BEACH,Not in Transit,338087117,0
TIAN RUI 8,ARRIVAL,Port,YIZHENG,2022-09-19 18:29 UTC,YANGZHOU,YANGZHOU,Not in Transit,413965927,0
VB MALABATA,DEPARTURE,Port,TANGER MED,2022-09-19 18:29 UTC,-,-,Not in Transit,242905000,9344629
QUEEN OF OAK BAY,DEPARTURE,Marina,SEWELL'S,2022-09-19 18:29 UTC,-,-,Not in Transit,316001257,7902283
ALGECIRAS JET,ARRIVAL,Port,TANGIER,2022-09-19 18:29 UTC,TARIFA,TARIFA,Not in Transit,209936000,9198551
BUYUK FEYIZOGLU,ARRIVAL,Port,HAYDARPASA,2022-09-19 18:29 UTC,ISTANBUL,ISTANBUL,Not in Transit,271010269,0
OSTA AMENDOLA O,ARRIVAL,Port,LAZARO CARDENAS,2022-09-19 18:29 UTC,LAZARO CARDENAS,LAZARO CARDENAS,Not in Transit,300000000,0
GIUSEPPE FRANZA,ARRIVAL,Port,VILLA SAN GIOVANNI,2022-09-19 18:29 UTC,MESSINA,MESSINA,Not in Transit,247054900,9048483
OCEAN TUNDRA,DEPARTURE,Port,MILNE INLET,2022-09-19 18:29 UTC,-,-,Not in Transit,316025785,9645504
OCEAN TITAN,DEPARTURE,Port,HAINES,2022-09-19 18:29 UTC,-,-,Not in Transit,366980180,8987931
HNY767,DEPARTURE,Port,MAJURO,2022-09-19 18:29 UTC,-,-,Not in Transit,412465078,0
DELTA AUDREY,ARRIVAL,Port,LOS ANGELES,2022-09-19 18:29 UTC,LONG BEACH,LONG BEACH,Not in Transit,367625810,9765720
ELISE,DEPARTURE,Port,LISBOA,2022-09-19 18:29 UTC,-,-,In Transit,263440825,0
TUESKENDOER,ARRIVAL,Marina,IJMOND,2022-09-19 18:29 UTC,SPAARNDAM,SPAARNDAM,Not in Transit,211112400,0
SRI PERKASA 92,ARRIVAL,Port,PENANG,2022-09-19 18:29 UTC,PENANG,PENANG,Not in Transit,533018891,0
ADRIANA,DEPARTURE,Port,UTRECHT,2022-09-19 18:29 UTC,-,-,In Transit,244660218,0
TOWBOATUS 2710,ARRIVAL,Port,NEW LONDON,2022-09-19 18:29 UTC,GROTON PINE ISLAND,GROTON PINE ISLAND,Not in Transit,338137378,0
DON JUAN,ARRIVAL,Port,CALETA PUELCHE,2022-09-19 18:29 UTC,CALETA LA ARENA,CALETA LA ARENA,Not in Transit,725000406,9173604
WSF CHETZEMOKA,DEPARTURE,Port,TAHLEQUAH,2022-09-19 18:29 UTC,-,-,Not in Transit,367463060,9347669
CAPALINA,DEPARTURE,Port,YERSEKE,2022-09-19 18:29 UTC,-,-,Not in Transit,244690483,0
MINGHANG98,DEPARTURE,Port,ZHONGSHAN,2022-09-19 18:29 UTC,-,-,Not in Transit,412469950,0
SHANTI SAGAR 18,ARRIVAL,Anchorage,KANDLA ANCH,2022-09-19 18:29 UTC,KANDLA,KANDLA ANCH,Not in Transit,419001255,9802463
RED JET 4,ARRIVAL,Port,SOUTHAMPTON,2022-09-19 18:29 UTC,COWES,COWES,Not in Transit,235008564,9295854
OSPREY,DEPARTURE,Port,AUCKLAND,2022-09-19 18:29 UTC,-,-,Not in Transit,512001264,0
MSC ELKE F,ARRIVAL,Port,LE HAVRE,2022-09-19 18:29 UTC,DUBLIN,DUBLIN,Not in Transit,210731000,9318773
PROVIDENCE,DEPARTURE,Port,DUISBURG,2022-09-19 18:29 UTC,-,-,Not in Transit,244690301,0
GENIUS,ARRIVAL,Port,RIMINI,2022-09-19 18:29 UTC,RIMINI,RIMINI,Not in Transit,247070970,0
HFX FIRE BOAT 1,DEPARTURE,Port,HALIFAX,2022-09-19 18:29 UTC,-,-,Not in Transit,316046244,0
AGGELIS F,ARRIVAL,Port,PERAMA,2022-09-19 18:29 UTC,PALOUKIA,PALOUKIA,Not in Transit,240412200,9963061
SAINT CHARLES,ARRIVAL,Port,OLMSTED,2022-09-19 18:29 UTC,PADUCAH,PADUCAH,Not in Transit,367430030,0
XEL HA,ARRIVAL,Port,ISLA MUJERES,2022-09-19 18:29 UTC,ISLA MUJERES,ISLA MUJERES,Not in Transit,601034750,9890070
FREEDOM,ARRIVAL,Port,MASSENHOVEN,2022-09-19 18:29 UTC,WIJNEGEM,WIJNEGEM,Not in Transit,205506790,0
PATRICIA TIDE,ARRIVAL,Port,MALONGO,2022-09-19 18:29 UTC,FUTILA,FUTILA,Not in Transit,538008192,0
SARAH REED,DEPARTURE,Port,OAKLAND,2022-09-19 18:29 UTC,-,-,Not in Transit,367003250,0
EXCELLENCE QUEEN,ARRIVAL,Port,OBERNAU,2022-09-19 18:29 UTC,ASCHAFFENBURG,ASCHAFFENBURG,Not in Transit,269057365,0
BEQUIA EXPRESS 5,ARRIVAL,Port,CANOUAN,2022-09-19 18:29 UTC,KINGSTOWN,KINGSTOWN,Not in Transit,377901139,7319371
UKD ORCA,DEPARTURE,Anchorage,FIRTH OF FORTH ANCH,2022-09-19 18:29 UTC,-,-,Not in Transit,235077712,9491355
PILOT VESSEL AWAROA,DEPARTURE,Port,LYTTELTON,2022-09-19 18:29 UTC,-,-,Not in Transit,512005282,0
LINGA,ARRIVAL,Port,LAXO,2022-09-19 18:29 UTC,SYMBISTER,SYMBISTER,Not in Transit,235003893,9242170
AMS SPIRIT,ARRIVAL,Port,HARWICH,2022-09-19 18:29 UTC,HARWICH,HARWICH,Not in Transit,235077743,0
GODOEY,DEPARTURE,Port,ALESUND,2022-09-19 18:29 UTC,-,-,Not in Transit,259257000,9801536
FESTOEYA,ARRIVAL,Marina,LEIRVAG,2022-09-19 18:29 UTC,LEIRVAG,LEIRVAG,Not in Transit,257090560,9863132
ZHEJIASHANHUO03828,DEPARTURE,Port,JIANGYIN,2022-09-19 18:29 UTC,-,-,Not in Transit,413858851,0
SPIRIT OF MELBOURNE,DEPARTURE,Canal,PANAMA CANAL,2022-09-19 18:29 UTC,-,-,Not in Transit,232013521,9362413
SIMBA,ARRIVAL,Port,LA SPEZIA,2022-09-19 18:29 UTC,LA SPEZIA,LA SPEZIA,Not in Transit,247030920,0
NORDIC ACE,DEPARTURE,Port,TYNE,2022-09-19 18:29 UTC,-,-,Not in Transit,309586000,9386225
JOUD ALKHAR4 69113,ARRIVAL,Port,SAFANIYA,2022-09-19 18:29 UTC,SAFANIYA,SAFANIYA,Not in Transit,403768160,0
FNSA 1,ARRIVAL,Anchorage,SITRAH ANCH,2022-09-19 18:29 UTC,HIDD,HIDD,Not in Transit,408897000,9669146
VINCENZO FLORIO,DEPARTURE,Port,NAPOLI,2022-09-19 18:29 UTC,-,-,Not in Transit,247441000,9144732
SUSIYANGHUO6666,ARRIVAL,Port,NANJING,2022-09-19 18:29 UTC,YANGZHOU,YANGZHOU,Not in Transit,413973031,0
CAMPOLIDE,DEPARTURE,Port,ALMADA,2022-09-19 18:29 UTC,-,-,Not in Transit,263701550,7813200
ZHONG GU 18,DEPARTURE,Port,HUANGPU,2022-09-19 18:29 UTC,-,-,Not in Transit,413362810,0
THOMAS E ROLLINS,DEPARTURE,Port,HOUMA,2022-09-19 18:29 UTC,-,-,Not in Transit,366826940,8635693
SAAM CITLALI,ARRIVAL,Offshore Terminal,YUUM KAKNAAB,2022-09-19 18:29 UTC,YUUM KAKNAAB,YUUM KAKNAAB,Not in Transit,345030090,9680384
AQUABUS JET 1,ARRIVAL,Port,IBIZA,2022-09-19 18:29 UTC,FORMENTERA,FORMENTERA,Not in Transit,224904000,9840013
MARIE M MORGAN,ARRIVAL,Port,NEW ORLEANS,2022-09-19 18:29 UTC,PENSACOLA,PENSACOLA,Not in Transit,366988260,0
JINTANGYU03523,ARRIVAL,Port,TIANJIN,2022-09-19 18:29 UTC,TIANJIN ANCH,TIANJIN ANCH,Not in Transit,412300475,0
JINTANGYU02016,DEPARTURE,Port,TIANJIN,2022-09-19 18:29 UTC,-,-,In Transit,412300266,0
KYOKUZAN,ARRIVAL,Anchorage,MERAK ANCH,2022-09-19 18:29 UTC,MERAK,MERAK,Not in Transit,525020336,0
LUBBOCK,DEPARTURE,Port,BOLIVAR,2022-09-19 18:28 UTC,-,-,In Transit,368136890,0
HARTELSTROOM,DEPARTURE,Port,ANTWERP,2022-09-19 18:28 UTC,-,-,Not in Transit,244900072,0
SECUNDA,ARRIVAL,Port,AMMERZODEN,2022-09-19 18:28 UTC,DEEST,DEEST,Not in Transit,244750390,0
DONA FILOMENA,ARRIVAL,Port,SAN PEDRO,2022-09-19 18:28 UTC,SAN PEDRO,SAN PEDRO,Not in Transit,701007097,0
AMERICAN SKILL,ARRIVAL,Port,INTRACOASTAL CITY,2022-09-19 18:28 UTC,PORT ARTHUR,PORT ARTHUR,Not in Transit,367752120,0
ZOOM,ARRIVAL,Marina,FORT WETHERILL STATE,2022-09-19 18:28 UTC,NEWPORT,NEWPORT,Not in Transit,368063540,0
HONGRUI2198,DEPARTURE,Port,YANGZHOU,2022-09-19 18:28 UTC,-,-,In Transit,413827424,0
FENJA,ARRIVAL,Port,WILHELMSHAVEN,2022-09-19 18:28 UTC,HAMBURG,HAMBURG,Not in Transit,246191000,9287716
VARAGEN,ARRIVAL,Port,KIRKWALL,2022-09-19 18:28 UTC,LOTH (SANDAY),LOTH (SANDAY),Not in Transit,232000550,8818154
NP NONTHABURI,ARRIVAL,Port,BANGKOK,2022-09-19 18:28 UTC,LAEM CHABANG,LAEM CHABANG,Not in Transit,567000230,9501538
SC GUOJI,DEPARTURE,Port,PENGERANG,2022-09-19 18:28 UTC,-,-,Not in Transit,477581500,9350733
SEASPAN JAKARTA,ARRIVAL,Port,JEBEL ALI,2022-09-19 18:28 UTC,AL JUBAIL,JEBEL ALI ANCH,Not in Transit,477105300,9301794
JIHUANGGANGYU06395,ARRIVAL,Port,BAYUQUAN,2022-09-19 18:28 UTC,BAYUQUAN,BAYUQUAN,Not in Transit,413206395,0
CATRAIOS DO DOURO,DEPARTURE,Port,PORTO,2022-09-19 18:28 UTC,-,-,Not in Transit,263750990,0
BONAFIDE,ARRIVAL,Port,BREEZANDDIJK,2022-09-19 18:28 UTC,BREEZANDDIJK,BREEZANDDIJK,Not in Transit,244009502,0
XIN HAI ZHOU,ARRIVAL,Port,ZHENJIANG,2022-09-19 18:28 UTC,NANJING,NANJING,Not in Transit,413228050,0
CASTAVI JET,ARRIVAL,Port,IBIZA,2022-09-19 18:28 UTC,FORMENTERA,FORMENTERA,Not in Transit,224008000,9150975
YUEYANG198,ARRIVAL,Port,SHENZHEN,2022-09-19 18:28 UTC,NANSHA,NANSHA,Not in Transit,413900599,0
WILHELM KROOSS,ARRIVAL,Port,GLUECKSTADT,2022-09-19 18:28 UTC,WISCHHAFEN,WISCHHAFEN,Not in Transit,211440680,7121530
QUADRANT WARRIOR,DEPARTURE,Marina,RICHMOND,2022-09-19 18:28 UTC,-,-,In Transit,316022036,0
